team,award_name,year,event
frc1319,Imagery Award in honor of Jack Kamen,2013,2013tnkn
frc1319,Quality Award sponsored by Motorola,2014,2014gadu
frc1319,Industrial Safety Award sponsored by Underwriters Laboratories,2014,2014gadu
frc1319,Innovation in Control Award sponsored by Rockwell Automation,2014,2014lake
frc1319,Judges Award,2014,2014scmb
frc1319,Industrial Safety Award sponsored by Underwriters Laboratories,2014,2014scmb
frc1319,Industrial Safety Award sponsored by Underwriters Laboratories,2015,2015cur
frc1319,Regional Winners,2015,2015gape
frc1319,Industrial Safety Award sponsored by Underwriters Laboratories,2015,2015gape
frc1319,Regional Finalists,2017,2017alhu
frc1319,Safety Award sponsored by Underwriters Laboratories,2017,2017hop
frc1319,Regional Winners,2017,2017scmb
frc1319,Safety Award sponsored by Underwriters Laboratories,2018,2018alhu
frc1319,Safety Award sponsored by Underwriters Laboratories,2019,2019alhu
frc1319,Safety Award sponsored by Underwriters Laboratories,2020,2020scmb
frc1319,District Championship Dean's List Semi-Finalist,2023,2023scand
frc1319,Imagery Award in honor of Jack Kamen,2023,2023schar
frc1319,District Event Finalist,2024,2024scand
frc1319,Imagery Award in honor of Jack Kamen,2024,2024scand
frc1319,District Event Winner,2024,2024sccha
frc1320,Motorola Quality,2005,2005sc
frc1322,Xerox Creativity Award,2004,2004gl
frc1322,Engineering Excellence Award sponsored by Delphi,2010,2010gg
frc1322,Engineering Excellence Award sponsored by Delphi,2010,2010mi
frc1322,Gracious Professionalism Award sponsored by Johnson & Johnson,2011,2011gg
frc1322,Coopertition Award,2011,2011gl
frc1322,Coopertition Award,2011,2011wc
frc1322,Imagery Award in honor of Jack Kamen,2012,2012gg
frc1322,Industrial Safety Award sponsored by Underwriters Laboratories,2012,2012wca
frc1322,Creativity Award sponsored by Xerox,2013,2013miket
frc1322,District Chairman's Award,2015,2015miesc
frc1322,Team Spirit Award sponsored by Chrysler,2015,2015miket
frc1322,District Chairman's Award,2016,2016miket
frc1322,District Event Winner,2017,2017miesc
frc1322,Safety Award sponsored by Underwriters Laboratories,2017,2017miesc
frc1322,Imagery Award in honor of Jack Kamen,2017,2017miesc
frc1322,Imagery Award in honor of Jack Kamen,2017,2017miket
frc1322,Championship Subdivision Finalist,2018,2018arc
frc1322,Gracious Professionalism Award sponsored by Johnson & Johnson,2018,2018micmp3
frc1322,District Event Finalist,2018,2018miesc
frc1322,District Engineering Inspiration Award,2018,2018miesc
frc1322,District Engineering Inspiration Award,2018,2018miket
frc1322,District Chairman's Award,2019,2019miket
frc1322,District Event Finalist,2019,2019mitvc
frc1322,FIRST Dean's List Finalist Award,2020,2020micmp
frc1322,Finalist,2022,2022mibg
frc1322,Judges' Award,2022,2022miket
frc1322,District Engineering Inspiration Award,2022,2022mitvc
frc1322,Imagery Award in honor of Jack Kamen,2023,2023milan
frc1322,District Event Finalist,2024,2024miesc
frc1323,Imagery,2005,2005sac
frc1323,Chrysler Team Spirit Award,2008,2008sac
frc1323,Regional Chairmans Award,2009,2009sac
frc1323,Excellence in Design Award sponsored by Autodesk,2010,2010sac
frc1323,Gracious Professionalism Award sponsored by Johnson & Johnson,2010,2010sj
frc1323,Industrial Design sponsored by General Motors,2011,2011sac
frc1323,Finalist,2011,2011sj
frc1323,Engineering Excellence Award sponsored by Delphi,2011,2011sj
frc1323,Regional Finalists,2012,2012caf
frc1323,Woodie Flowers Finalist Award,2012,2012caf
frc1323,Engineering Inspiration Award,2012,2012caf
frc1323,Regional Chairman's Award,2013,2013cama
frc1323,FIRST Dean's List Finalist,2013,2013cama
frc1323,Regional Finalist,2014,2014cama
frc1323,FIRST Dean's List Finalist,2014,2014cama
frc1323,Imagery Award in honor of Jack Kamen,2014,2014casj
frc1323,Industrial Design Award sponsored by General Motors,2014,2014cur
frc1323,Regional Winners,2015,2015cama
frc1323,Finalist,2015,2015mttd
frc1323,Championship Subdivision Finalist,2015,2015tes
frc1323,Regional Finalists,2016,2016cada
frc1323,Innovation in Control Award sponsored by Rockwell Automation,2016,2016cada
frc1323,Regional Finalists,2016,2016cama
frc1323,Wildcard,2016,2016cama
frc1323,Championship Subdivision Finalist,2016,2016hop
frc1323,Winner,2017,2017cacc
frc1323,Innovation In Controls,2017,2017cacc
frc1323,Regional Winners,2017,2017cama
frc1323,Regional Engineering Inspiration Award,2017,2017cama
frc1323,Finalist,2017,2017cc
frc1323,Quality Award sponsored by Motorola Solutions Foundation,2017,2017tur
frc1323,Championship Subdivision Finalist,2017,2017tur
frc1323,Winner,2018,2018cacc
frc1323,Innovation in Control Award,2018,2018cacc
frc1323,Regional Winners,2018,2018cada
frc1323,Industrial Design Award sponsored by General Motors,2018,2018cada
frc1323,Regional Winners,2018,2018cafr
frc1323,Quality Award sponsored by Motorola Solutions Foundation,2018,2018cafr
frc1323,Winner,2018,2018cc
frc1323,Quality Award,2018,2018cc
frc1323,Winner,2018,2018mttd
frc1323,GBS Innovation In Control Award,2018,2018mttd
frc1323,Championship Subdivision Winner,2018,2018roe
frc1323,Autonomous Award sponsored by Ford,2018,2018roe
frc1323,Regional Winners,2019,2019cada
frc1323,Quality Award sponsored by Motorola Solutions Foundation,2019,2019cada
frc1323,Regional Winners,2019,2019cafr
frc1323,Autonomous Award sponsored by Ford,2019,2019cafr
frc1323,Championship Winner,2019,2019cmptx
frc1323,Winner,2019,2019mttd
frc1323,Championship Subdivision Winner,2019,2019new
frc1323,Industrial Design Award sponsored by General Motors,2019,2019new
frc1323,Regional Winners,2022,2022cafr
frc1323,Autonomous Award sponsored by Ford,2022,2022cafr
frc1323,Regional Winners,2022,2022camb
frc1323,Quality Award,2022,2022camb
frc1323,Championship Division Winner,2022,2022carv
frc1323,Winner,2022,2022mttd
frc1323,Regional Winners,2023,2023cafr
frc1323,Regional Winners,2023,2023camb
frc1323,Innovation in Control Award,2023,2023camb
frc1323,Championship Winner,2023,2023cmptx
frc1323,Championship Division Winner,2023,2023hop
frc1323,Industrial Design Award sponsored by General Motors,2023,2023hop
frc1323,Regional Winners,2024,2024cafr
frc1323,Industrial Design Award sponsored by General Motors,2024,2024cafr
frc1323,Regional Winners,2024,2024camb
frc1323,Industrial Design Award sponsored by General Motors,2024,2024camb
frc1323,Championship Finalist,2024,2024cmptx
frc1323,Winner,2024,2024mttd
frc1323,Championship Division Winner,2024,2024new
frc1323,Industrial Design Award sponsored by General Motors,2024,2024new
frc1324,Highest Rookie Seed Award,2004,2004az
frc1324,Highest Rookie Seed Award,2004,2004co
frc1324,Regional Winner,2005,2005az
frc1324,Johnson and Johnson Sportsmanship Award,2006,2006az
frc1324,Imagery Award,2007,2007az
frc1325,Autodesk Visualization Award,2009,2009on
frc1325,Excellence in Design Award sponsored by Autodesk,2010,2010on
frc1325,Finalist,2011,2011on2
frc1325,Regional Winners,2013,2013onto
frc1325,Creativity Award sponsored by Xerox,2014,2014onwi
frc1325,Championship Subdivision Winner,2015,2015cars
frc1325,Judges' Award,2015,2015onto2
frc1325,Regional Chairman's Award,2015,2015onto
frc1325,Regional Finalists,2015,2015onto
frc1325,Regional Finalists,2015,2015onwi
frc1325,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2015,2015onwi
frc1325,Regional Finalists,2016,2016onnb
frc1325,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2016,2016onnb
frc1325,Woodie Flowers Finalist Award,2016,2016onto2
frc1325,Regional Engineering Inspiration Award,2016,2016onto2
frc1325,Team Spirit Award sponsored by FCA Foundation,2016,2016onto
frc1325,FIRST Dean's List Award,2017,2017cmpmo
frc1325,Quality Award sponsored by Motorola Solutions Foundation,2017,2017onbar
frc1325,Creativity Award sponsored by Xerox,2017,2017oncmp
frc1325,FIRST Dean's List Finalist Award,2017,2017oncmp
frc1325,District Chairman's Award,2017,2017onto1
frc1325,District Chairman's Award,2018,2018onbar
frc1325,District Event Finalist,2018,2018onbar
frc1325,District Championship Winner,2018,2018oncmp1
frc1325,Regional Chairman's Award,2018,2018oncmp
frc1325,District Championship Winner,2018,2018oncmp
frc1325,District Engineering Inspiration Award,2018,2018onham
frc1325,District Event Winner,2018,2018onnyo
frc1325,Industrial Design Award sponsored by General Motors,2018,2018onnyo
frc1325,Engineering Inspiration Award,2019,2019arc
frc1325,District Chairman's Award,2019,2019onbar
frc1325,District Event Finalist,2019,2019onbar
frc1325,Quality Award sponsored by Motorola Solutions Foundation,2019,2019oncmp1
frc1325,District Championship Finalist,2019,2019oncmp1
frc1325,District Event Finalist,2019,2019onham
frc1325,District Engineering Inspiration Award,2019,2019onham
frc1325,District Event Winner,2020,2020onbar
frc1325,Excellence in Engineering Award sponsored by Delphi,2020,2020onbar
frc1325,Engineering Design Award,2021,2021gamne
frc1325,Excellence in Engineering Award,2022,2022new
frc1325,Quality Award,2022,2022on204
frc1325,District Event Finalist,2022,2022on410
frc1325,Excellence in Engineering Award,2022,2022on410
frc1325,District Event Finalist,2023,2023onbar
frc1325,Autonomous Award sponsored by Ford,2023,2023onbar
frc1325,District Championship Finalist,2023,2023oncmp2
frc1325,Excellence in Engineering Award,2023,2023oncmp2
frc1325,District Event Winner,2023,2023onham
frc1325,Excellence in Engineering Award,2023,2023onham
frc1325,District Event Winner,2023,2023onlon
frc1325,Excellence in Engineering Award,2023,2023onlon
frc1325,District FIRST Impact Award,2024,2024onbar
frc1325,District Event Finalist,2024,2024onbar
frc1325,Gracious Professionalism Award,2024,2024oncmp2
frc1325,District Event Finalist,2024,2024onham
frc1325,District Event Winner,2024,2024onsca
frc1327,Radio Shack Innovation in Control,2005,2005mi
frc1327,"Delphi ""Driving Tomorrow's Technology"" Award",2008,2008il
frc1327,Regional Finalist,2008,2008in
frc1327,Woodie Flowers Award,2009,2009in
frc1329,Finalist,2010,2010mo
frc1329,Innovation in Control Award sponsored by Rockwell Automation,2013,2013mosl
frc1329,Excellence in Engineering Award sponsored by Delphi,2015,2015mokc
frc1329,FIRST Dean's List Finalist Award,2018,2018mosl
frc1329,Innovation in Control Award sponsored by Rockwell Automation,2019,2019ilpe
